"Name","Location","Type"
"TVMRVideoEncoderSetAttribute","710035bbb0","Function"
"TVMRJPEGEncoderCreate","710035bbc0","Thunk Function"
"TVMRJPEGEncoderFeedFrame","710035bbd0","Function"
"TVMRJPEGEncoderFeedFrameQuant","710035bbe0","Function"
"TVMRJPEGEncoderFeedFrameRateControl","710035bbf0","Function"
"TVMRJPEGEncoderSetAttributes","710035bc00","Function"
"TVMRJPEGEncFeedFrame","710035bc10","Function"
"TVMRJPEGEncoderGetBits","710035bc20","Function"
"TVMRJPEGEncoderGetBitsEx","710035bc40","Function"
"TVMRJPEGEncoderBitsAvailable","710035bc60","Function"
"TVMRJPEGEncoderDestroy","710035bc80","Function"
"TVMRJPEGEncSupportedLayout","710035bc90","Function"
"TVMRSingleSurfaceCopy","710035bca0","Function"
"TVMRVideoSurfToVideoSurf","710035bcd0","Function"
"TVMRVideoSurfToOutputSurf","710035bd00","Function"
"TVMROutputSurfToOutputSurf","710035bd30","Function"
"TVMROutputSurfToVideoSurf","710035bd60","Function"
"TVMRReadCRCStruct","710035bd90","Function"
"FUN_710035bdc0","710035bdc0","Function"
"FUN_710035c030","710035c030","Function"
"FUN_710035c9a0","710035c9a0","Function"
"switchD","710035cb14","Instruction Label"
"caseD_1","710035cb18","Instruction Label"
"caseD_4","710035cb28","Instruction Label"
"caseD_2","710035cb38","Instruction Label"
"caseD_3","710035cb48","Instruction Label"
"caseD_4","710035cb58","Instruction Label"
"FUN_710035ce50","710035ce50","Function"
"FUN_710035ce80","710035ce80","Function"
"FUN_710035d2f0","710035d2f0","Function"
"TVMROutputSurfacePutBitsIndexed","710035d390","Function"
"TVMRPaletteLoad","710035d3c0","Function"
"TVMROutputSurfaceRender","710035d3e0","Function"
"TVMRVideoSurfaceCompositeBluray","710035d410","Function"
"TVMROutputSurfaceCompositeBluray","710035d450","Function"
"TVMROutputSurfaceToVideoSurface","710035d4a0","Function"
"FUN_710035d4d0","710035d4d0","Function"
"FUN_710035d990","710035d990","Function"
"FUN_710035dc10","710035dc10","Function"
"FUN_710035df90","710035df90","Function"
"FUN_710035dfb0","710035dfb0","Function"
"TVMRVideoMixerDestroy","710035e040","Function"
"TVMRVideoMixerCreate","710035e060","Function"
"TVMRVideoMixerSetAttributes","710035e090","Function"
"TVMRVideoMixerRenderWithAlpha","710035e0b0","Function"
"TVMRVideoMixerRender","710035e0f0","Function"
"TVMRVideoMixerRenderYUV","710035e140","Function"
"TVMRVideoMixerRenderBluray","710035e170","Function"
"FUN_710035e1c0","710035e1c0","Function"
"FUN_710035e260","710035e260","Function"
"FUN_710035e3e0","710035e3e0","Function"
"switchD","710035e41c","Instruction Label"
"caseD_26","710035e420","Instruction Label"
"caseD_2a","710035e42c","Instruction Label"
"caseD_49","710035e438","Instruction Label"
"caseD_27","710035e440","Instruction Label"
"switchD","710035e7dc","Instruction Label"
"caseD_1","710035e7e0","Instruction Label"
"caseD_4","710035e7ec","Instruction Label"
"caseD_2","710035e7f8","Instruction Label"
"caseD_3","710035e804","Instruction Label"
"caseD_4","710035e810","Instruction Label"
"caseD_28","710035e84c","Instruction Label"
"caseD_29","710035e84c","Instruction Label"
"caseD_2b","710035e84c","Instruction Label"
"caseD_2c","710035e84c","Instruction Label"
"caseD_2d","710035e84c","Instruction Label"
"caseD_2e","710035e84c","Instruction Label"
"caseD_2f","710035e84c","Instruction Label"
"caseD_30","710035e84c","Instruction Label"
"caseD_31","710035e84c","Instruction Label"
"caseD_32","710035e84c","Instruction Label"
"caseD_33","710035e84c","Instruction Label"
"caseD_34","710035e84c","Instruction Label"
"caseD_35","710035e84c","Instruction Label"
"caseD_36","710035e84c","Instruction Label"
"caseD_37","710035e84c","Instruction Label"
"caseD_38","710035e84c","Instruction Label"
"caseD_39","710035e84c","Instruction Label"
"caseD_3a","710035e84c","Instruction Label"
"caseD_3b","710035e84c","Instruction Label"
"caseD_3c","710035e84c","Instruction Label"
"caseD_3d","710035e84c","Instruction Label"
"caseD_3e","710035e84c","Instruction Label"
"caseD_3f","710035e84c","Instruction Label"
"caseD_40","710035e84c","Instruction Label"
"caseD_41","710035e84c","Instruction Label"
"caseD_42","710035e84c","Instruction Label"
"caseD_43","710035e84c","Instruction Label"
"caseD_44","710035e84c","Instruction Label"
"caseD_45","710035e84c","Instruction Label"
"caseD_46","710035e84c","Instruction Label"
"caseD_47","710035e84c","Instruction Label"
"caseD_48","710035e84c","Instruction Label"
"FUN_710035e860","710035e860","Function"
"switchD","710035e8e8","Instruction Label"
"caseD_6","710035e8ec","Instruction Label"
"caseD_7","710035e8ec","Instruction Label"
"caseD_8","710035e8ec","Instruction Label"
"caseD_c","710035e908","Instruction Label"
"caseD_d","710035e908","Instruction Label"
"caseD_11","710035e908","Instruction Label"
"caseD_0","710035e920","Instruction Label"
"caseD_2","710035e93c","Instruction Label"
"caseD_3","710035e958","Instruction Label"
"caseD_9","710035e970","Instruction Label"
"caseD_a","710035e988","Instruction Label"
"caseD_b","710035e9a4","Instruction Label"
"caseD_15","710035e9bc","Instruction Label"
"caseD_16","710035e9d0","Instruction Label"
"caseD_17","710035e9e8","Instruction Label"
"caseD_18","710035ea04","Instruction Label"
"caseD_19","710035ea1c","Instruction Label"
"caseD_1a","710035ea38","Instruction Label"
"caseD_1b","710035ea50","Instruction Label"
"caseD_1c","710035ea6c","Instruction Label"
"caseD_1e","710035ea84","Instruction Label"
"caseD_1f","710035eaa0","Instruction Label"
"caseD_20","710035eab8","Instruction Label"
"caseD_21","710035ead4","Instruction Label"
"caseD_22","710035eaec","Instruction Label"
"caseD_23","710035eb08","Instruction Label"
"caseD_24","710035eb20","Instruction Label"
"caseD_25","710035eb3c","Instruction Label"
"caseD_1","710035eb50","Instruction Label"
"caseD_4","710035ef80","Instruction Label"
"caseD_5","710035ef80","Instruction Label"
"caseD_e","710035ef80","Instruction Label"
"caseD_f","710035ef80","Instruction Label"
"caseD_10","710035ef80","Instruction Label"
"caseD_12","710035ef80","Instruction Label"
"caseD_13","710035ef80","Instruction Label"
"caseD_14","710035ef80","Instruction Label"
"caseD_1d","710035ef80","Instruction Label"
"FUN_710035efa0","710035efa0","Function"
"FUN_710035f220","710035f220","Function"
"switchD","710035f2bc","Instruction Label"
"caseD_6","710035f2c0","Instruction Label"
"caseD_7","710035f2c0","Instruction Label"
"caseD_8","710035f2c0","Instruction Label"
"caseD_c","710035f2dc","Instruction Label"
"caseD_d","710035f2dc","Instruction Label"
"caseD_11","710035f2dc","Instruction Label"
"caseD_0","710035f2f4","Instruction Label"
"caseD_2","710035f310","Instruction Label"
"caseD_3","710035f32c","Instruction Label"
"caseD_9","710035f344","Instruction Label"
"caseD_a","710035f35c","Instruction Label"
"caseD_b","710035f378","Instruction Label"
"caseD_15","710035f390","Instruction Label"
"caseD_16","710035f3a4","Instruction Label"
"caseD_17","710035f3bc","Instruction Label"
"caseD_18","710035f3d8","Instruction Label"
"caseD_19","710035f3f0","Instruction Label"
"caseD_1a","710035f40c","Instruction Label"
"caseD_1b","710035f424","Instruction Label"
"caseD_1c","710035f440","Instruction Label"
"caseD_1e","710035f458","Instruction Label"
"caseD_1f","710035f474","Instruction Label"
"caseD_20","710035f48c","Instruction Label"
"caseD_21","710035f4a8","Instruction Label"
"caseD_22","710035f4c0","Instruction Label"
"caseD_23","710035f4dc","Instruction Label"
"caseD_24","710035f4f4","Instruction Label"
"caseD_25","710035f510","Instruction Label"
"caseD_1","710035f524","Instruction Label"
"caseD_4","710035f758","Instruction Label"
"caseD_5","710035f758","Instruction Label"
"caseD_e","710035f758","Instruction Label"
"caseD_f","710035f758","Instruction Label"
"caseD_10","710035f758","Instruction Label"
"caseD_12","710035f758","Instruction Label"
"caseD_13","710035f758","Instruction Label"
"caseD_14","710035f758","Instruction Label"
"caseD_1d","710035f758","Instruction Label"
"FUN_710035f790","710035f790","Function"
"FUN_710035f810","710035f810","Function"
"FUN_710035fb90","710035fb90","Function"
"FUN_710035fdd0","710035fdd0","Function"
"FUN_710035fe00","710035fe00","Function"
"FUN_710035fe60","710035fe60","Function"
"FUN_710035ff60","710035ff60","Function"
"FUN_710035fff0","710035fff0","Function"
"FUN_7100360120","7100360120","Function"
"switchD","7100360204","Instruction Label"
"caseD_0","7100360208","Instruction Label"
"caseD_15","7100360208","Instruction Label"
"caseD_1e","7100360208","Instruction Label"
"caseD_1","7100360238","Instruction Label"
"caseD_16","7100360238","Instruction Label"
"caseD_1f","7100360238","Instruction Label"
"caseD_2","710036025c","Instruction Label"
"caseD_17","710036025c","Instruction Label"
"caseD_20","710036025c","Instruction Label"
"caseD_6","7100360278","Instruction Label"
"caseD_19","7100360278","Instruction Label"
"caseD_22","7100360278","Instruction Label"
"caseD_9","7100360298","Instruction Label"
"caseD_1a","7100360298","Instruction Label"
"caseD_23","7100360298","Instruction Label"
"caseD_a","71003602ac","Instruction Label"
"caseD_1b","71003602ac","Instruction Label"
"caseD_24","71003602ac","Instruction Label"
"caseD_b","71003602c4","Instruction Label"
"caseD_1c","71003602c4","Instruction Label"
"caseD_25","71003602c4","Instruction Label"
"caseD_7","71003602dc","Instruction Label"
"caseD_8","7100360308","Instruction Label"
"caseD_c","7100360334","Instruction Label"
"caseD_d","7100360340","Instruction Label"
"caseD_3","7100360370","Instruction Label"
"caseD_18","7100360370","Instruction Label"
"caseD_21","7100360370","Instruction Label"
"caseD_4","7100360780","Instruction Label"
"caseD_5","7100360780","Instruction Label"
"caseD_e","7100360780","Instruction Label"
"caseD_f","7100360780","Instruction Label"
"caseD_10","7100360780","Instruction Label"
"caseD_11","7100360780","Instruction Label"
"caseD_12","7100360780","Instruction Label"
"caseD_13","7100360780","Instruction Label"
"caseD_14","7100360780","Instruction Label"
"caseD_1d","7100360780","Instruction Label"
"FUN_71003607d0","71003607d0","Function"
"FUN_7100360c50","7100360c50","Function"
"FUN_7100360fd0","7100360fd0","Function"
"FUN_7100361110","7100361110","Function"
"FUN_7100361350","7100361350","Function"
"FUN_7100361390","7100361390","Function"
"FUN_7100361680","7100361680","Function"
"FUN_71003619d0","71003619d0","Function"
"FUN_71003623c0","71003623c0","Function"
"FUN_7100362e40","7100362e40","Function"
"FUN_7100364130","7100364130","Function"
"__nnmusl_init_dso","7100364660","Function"
"__nnmusl_fini_dso","7100364670","Function"
"__nnDetailNintendoSdkRuntimeObjectFile","7100364680","Function"
"LockMutex","7100364690","Function"
"_ZN2nn2os9LockMutexEPNS0_9MutexTypeE","7100364690","Function"
"CreateRequestByHipc","71003646a0","Function"
"_ZN2nn4mmnv19CreateRequestByHipcEv","71003646a0","Function"
"UnlockMutex","71003646b0","Function"
"_ZN2nn2os11UnlockMutexEPNS0_9MutexTypeE","71003646b0","Function"
"Initialize","71003646c0","Function"
"_ZN2nn4mmnv7Request10InitializeENS0_6ModuleEjNS_2os14EventClearModeE","71003646c0","Function"
"InitializeHipcServiceResolution","71003646d0","Function"
"_ZN2nn2sf4hipc31InitializeHipcServiceResolutionEv","71003646d0","Function"
"ConnectToHipcService","71003646e0","Function"
"_ZN2nn2sf4hipc20ConnectToHipcServiceEPNS_3svc6HandleEPKc","71003646e0","Function"
"FinalizeHipcServiceResolution","71003646f0","Function"
"_ZN2nn2sf4hipc29FinalizeHipcServiceResolutionEv","71003646f0","Function"
"AllocateFromExpHeap","7100364700","Function"
"_ZN2nn4lmem19AllocateFromExpHeapEPNS0_6detail8HeapHeadEm","7100364700","Function"
"AbortImpl","7100364710","Function"
"_ZN2nn4diag6detail9AbortImplEPKcS3_S3_i","7100364710","Function"
"AddReferenceImpl","7100364720","Function"
"_ZN2nn2sf4impl6detail22ServiceObjectImplBase216AddReferenceImplEv","7100364720","Function"
"ReleaseImpl","7100364730","Function"
"_ZN2nn2sf4impl6detail22ServiceObjectImplBase211ReleaseImplEv","7100364730","Function"
"GetMessageBufferOnTls","7100364740","Function"
"_ZN2nn2sf4hipc21GetMessageBufferOnTlsEv","7100364740","Function"
"SetupHeader","7100364750","Function"
"_ZN2nn2sf4hipc6detail25HipcMessageBufferAccessor11SetupHeaderEPvmRKNS2_21HipcMessageHeaderInfoE","7100364750","Function"
"SetTag","7100364760","Function"
"_ZN2nn2sf4hipc6detail25HipcMessageBufferAccessor6SetTagEt","7100364760","Function"
"SendSyncRequest","7100364770","Function"
"_ZN2nn2sf4hipc15SendSyncRequestENS_3svc6HandleEPvm","7100364770","Function"
"CloseClientSessionHandle","7100364780","Function"
"_ZN2nn2sf4hipc24CloseClientSessionHandleENS_3svc6HandleE","7100364780","Function"
"FreeToExpHeap","7100364790","Function"
"_ZN2nn4lmem13FreeToExpHeapEPNS0_6detail8HeapHeadEPv","7100364790","Function"
"Process","71003647a0","Function"
"_ZN2nn2sf4hipc6client24Hipc2ClientCoreProcessorILNS1_6detail11MessageTypeE6ENS0_4cmif6detail14CoreMethodInfoINSt3__15tupleIJNS7_17InRawArgumentInfoILm4ELm4ELl0EEENSB_ILm4ELm4ELl4EEENSB_ILm4ELm4ELl8EEEEEELm12ELm0ELb0EEESF_E7ProcessEPNS2_26Hipc2ClientProxyBaseObjectENS6_6client23InRawClientArgumentTypeILm4ELm4EvEESM_SM_j","71003647a0","Function"
"Process","71003647b0","Function"
"_ZN2nn2sf4hipc6client24Hipc2ClientCoreProcessorILNS1_6detail11MessageTypeE6ENS0_4cmif6detail14CoreMethodInfoINSt3__15tupleIJNS7_17InRawArgumentInfoILm4ELm4ELl0EEEEEELm4ELm0ELb0EEESD_E7ProcessEPNS2_26Hipc2ClientProxyBaseObjectENS6_6client23InRawClientArgumentTypeILm4ELm4EvEEj","71003647b0","Function"
"Process","71003647c0","Function"
"_ZN2nn2sf4hipc6client24Hipc2ClientCoreProcessorILNS1_6detail11MessageTypeE6ENS0_4cmif6detail14CoreMethodInfoINSt3__15tupleIJNS7_18OutRawArgumentInfoILm4ELm4ELl0EEENS7_17InRawArgumentInfoILm4ELm4ELl0EEEEEELm4ELm4ELb0EEESF_E7ProcessEPNS2_26Hipc2ClientProxyBaseObjectENS6_6client24OutRawClientArgumentTypeILm4ELm4EEENSK_23InRawClientArgumentTypeILm4ELm4EvEEj","71003647c0","Function"
"Process","71003647d0","Function"
"_ZN2nn2sf4hipc6client24Hipc2ClientCoreProcessorILNS1_6detail11MessageTypeE6ENS0_4cmif6detail14CoreMethodInfoINSt3__15tupleIJNS7_18OutRawArgumentInfoILm4ELm4ELl0EEENS7_17InRawArgumentInfoILm4ELm4ELl0EEENSD_ILm4ELm4ELl4EEENSD_ILm4ELm4ELl8EEEEEELm12ELm4ELb0EEESH_E7ProcessEPNS2_26Hipc2ClientProxyBaseObjectENS6_6client24OutRawClientArgumentTypeILm4ELm4EEENSM_23InRawClientArgumentTypeILm4ELm4EvEESQ_SQ_j","71003647d0","Function"
"GetInlineContext","71003647e0","Function"
"_ZN2nn2sf4cmif16GetInlineContextEv","71003647e0","Function"
"Initialize","71003647f0","Function"
"_ZN2nn2sf4hipc6detail17HipcMessageReader10InitializeEPKv","71003647f0","Function"
"CreateExpHeap","7100364800","Function"
"_ZN2nn4lmem13CreateExpHeapEPvmi","7100364800","Function"
"InitializeMutex","7100364810","Function"
"_ZN2nn2os15InitializeMutexEPNS0_9MutexTypeEbi","7100364810","Function"
"FinalizeMutex","7100364820","Function"
"_ZN2nn2os13FinalizeMutexEPNS0_9MutexTypeE","7100364820","Function"
"Create","7100364830","Function"
"_ZN5movie13BrowserPlayer6CreateEPPS0_PNS_12PlayerConfigE","7100364830","Function"
"operator.new","7100364840","Function"
"_Znwm","7100364840","Function"
"NnCodecPlayer","7100364850","Function"
"_ZN5movie13NnCodecPlayerC1EPNS_12PlayerConfigE","7100364850","Function"
"NnCodecPlayer","7100364860","Function"
"_ZN5movie13NnCodecPlayerC1EPNS_12PlayerConfigEPNS_13BrowserConfigE","7100364860","Function"
"strcasecmp","7100364870","Function"
"strncpy","7100364880","Function"
"strtok","7100364890","Function"
"strstr","71003648a0","Function"
"Player","71003648b0","Function"
"_ZN5movie6PlayerC2Ev","71003648b0","Function"
"~Player","71003648c0","Function"
"_ZN5movie6PlayerD2Ev","71003648c0","Function"
"RefBase","71003648d0","Function"
"_ZN7android7RefBaseC2Ev","71003648d0","Function"
"decStrong","71003648e0","Function"
"_ZNK7android7RefBase9decStrongEPKv","71003648e0","Function"
"~RefBase","71003648f0","Function"
"_ZN7android7RefBaseD2Ev","71003648f0","Function"
"operator.delete","7100364900","Function"
"_ZN7android10HeapObjectdlEPv","7100364900","Function"
"systemTime","7100364910","Function"
"InitializeAudioOutParameter","7100364920","Function"
"_ZN2nn5audio27InitializeAudioOutParameterEPNS0_17AudioOutParameterE","7100364920","Function"
"OpenDefaultAudioOut","7100364930","Function"
"_ZN2nn5audio19OpenDefaultAudioOutEPNS0_8AudioOutERKNS0_17AudioOutParameterE","7100364930","Function"
"GetAudioOutChannelCount","7100364940","Function"
"_ZN2nn5audio23GetAudioOutChannelCountEPKNS0_8AudioOutE","7100364940","Function"
"GetAudioOutSampleRate","7100364950","Function"
"_ZN2nn5audio21GetAudioOutSampleRateEPKNS0_8AudioOutE","7100364950","Function"
"GetAudioOutSampleFormat","7100364960","Function"
"_ZN2nn5audio23GetAudioOutSampleFormatEPKNS0_8AudioOutE","7100364960","Function"
"memset","7100364970","Function"
"SetAudioOutBufferInfo","7100364980","Function"
"_ZN2nn5audio21SetAudioOutBufferInfoEPNS0_14AudioOutBufferEPvmm","7100364980","Function"
"AppendAudioOutBuffer","7100364990","Function"
"_ZN2nn5audio20AppendAudioOutBufferEPNS0_8AudioOutEPNS0_14AudioOutBufferE","7100364990","Function"
"StartAudioOut","71003649a0","Function"
"_ZN2nn5audio13StartAudioOutEPNS0_8AudioOutE","71003649a0","Function"
"operator.new","71003649b0","Function"
"_ZN7android10HeapObjectnwEm","71003649b0","Function"
"Thread","71003649c0","Function"
"_ZN7android6ThreadC2Eb","71003649c0","Function"
"incStrong","71003649d0","Function"
"_ZNK7android7RefBase9incStrongEPKv","71003649d0","Function"
"GetReleasedAudioOutBuffer","71003649e0","Function"
"_ZN2nn5audio25GetReleasedAudioOutBufferEPNS0_8AudioOutE","71003649e0","Function"
"GetAudioOutBufferDataPointer","71003649f0","Function"
"_ZN2nn5audio28GetAudioOutBufferDataPointerEPKNS0_14AudioOutBufferE","71003649f0","Function"
"GetAudioOutBufferDataSize","7100364a00","Function"
"_ZN2nn5audio25GetAudioOutBufferDataSizeEPKNS0_14AudioOutBufferE","7100364a00","Function"
"memcpy","7100364a10","Function"
"StopAudioOut","7100364a20","Function"
"_ZN2nn5audio12StopAudioOutEPNS0_8AudioOutE","7100364a20","Function"
"CloseAudioOut","7100364a30","Function"
"_ZN2nn5audio13CloseAudioOutEPNS0_8AudioOutE","7100364a30","Function"
"requestExitAndWait","7100364a40","Function"
"_ZN7android6Thread18requestExitAndWaitEv","7100364a40","Function"
"String8","7100364a50","Function"
"_ZN7android7String8C1Ev","7100364a50","Function"
"~Thread","7100364a60","Function"
"_ZN7android6ThreadD2Ev","7100364a60","Function"
"Initialize","7100364a70","Function"
"_ZN5movie13NnMediaCommon10InitializeEv","7100364a70","Function"
"NuMediaExtractor","7100364a80","Function"
"_ZN7android16NuMediaExtractorC1Ev","7100364a80","Function"
"HLSExtractor","7100364a90","Function"
"_ZN5movie12HLSExtractorC1EPNS_15ExtractorConfigE","7100364a90","Function"
"Finalize","7100364aa0","Function"
"_ZN5movie13NnMediaCommon8FinalizeEv","7100364aa0","Function"
"operator.delete","7100364ab0","Function"
"_ZdlPv","7100364ab0","Function"
"IsSeekable","7100364ac0","Function"
"_ZNK7android16NuMediaExtractor10IsSeekableEv","7100364ac0","Function"
"setPlayerObserver","7100364ad0","Function"
"_ZN7android16NuMediaExtractor17setPlayerObserverEPN5movie14PlayerObserverE","7100364ad0","Function"
"setDataSourceStream","7100364ae0","Function"
"_ZN7android16NuMediaExtractor19setDataSourceStreamEPN5movie18ClientStreamReaderEPKci","7100364ae0","Function"
"AndroidErrorToNnError","7100364af0","Function"
"_ZN5movie13NnMediaCommon21AndroidErrorToNnErrorEPNS_6StatusEi","7100364af0","Function"
"setDataSource","7100364b00","Function"
"_ZN7android16NuMediaExtractor13setDataSourceERKNS_2spINS_17IMediaHTTPServiceEEEPKcPKNS_11KeyedVectorINS_7String8ES9_EEi","7100364b00","Function"
"CreateFromInMemoryFile","7100364b10","Function"
"_ZN7android10DataSource22CreateFromInMemoryFileEPKvm","7100364b10","Function"
"setDataSource","7100364b20","Function"
"_ZN7android16NuMediaExtractor13setDataSourceERKNS_2spINS_10DataSourceEEE","7100364b20","Function"
"countTracks","7100364b30","Function"
"_ZNK7android16NuMediaExtractor11countTracksEv","7100364b30","Function"
"getTrackFormat","7100364b40","Function"
"_ZNK7android16NuMediaExtractor14getTrackFormatEmPNS_2spINS_8AMessageEEE","7100364b40","Function"
"convertMessageToMediaData","7100364b50","Function"
"_ZN5movie25convertMessageToMediaDataERKN7android2spINS0_8AMessageEEEPNS_9MediaDataE","7100364b50","Function"
"getFileFormat","7100364b60","Function"
"_ZNK7android16NuMediaExtractor13getFileFormatEPNS_2spINS_8AMessageEEE","7100364b60","Function"
"selectTrack","7100364b70","Function"
"_ZN7android16NuMediaExtractor11selectTrackEm","7100364b70","Function"
"unselectTrack","7100364b80","Function"
"_ZN7android16NuMediaExtractor13unselectTrackEm","7100364b80","Function"
"getSampleTime","7100364b90","Function"
"_ZN7android16NuMediaExtractor13getSampleTimeEPl","7100364b90","Function"
"seekTo","7100364ba0","Function"
"_ZN7android16NuMediaExtractor6seekToElNS_11MediaSource11ReadOptions8SeekModeE","7100364ba0","Function"
"advance","7100364bb0","Function"
"_ZN7android16NuMediaExtractor7advanceEv","7100364bb0","Function"
"Alloc","7100364bc0","Function"
"_ZN2nv2mm5AllocEm","7100364bc0","Function"
"Base","7100364bd0","Function"
"_ZNK5movie6Buffer4BaseEv","7100364bd0","Function"
"Capacity","7100364be0","Function"
"_ZNK5movie6Buffer8CapacityEv","7100364be0","Function"
"ABuffer","7100364bf0","Function"
"_ZN7android7ABufferC1EPvm","7100364bf0","Function"
"Offset","7100364c00","Function"
"_ZNK5movie6Buffer6OffsetEv","7100364c00","Function"
"Size","7100364c10","Function"
"_ZNK5movie6Buffer4SizeEv","7100364c10","Function"
"setRange","7100364c20","Function"
"_ZN7android7ABuffer8setRangeEmm","7100364c20","Function"
"readSampleData","7100364c30","Function"
"_ZN7android16NuMediaExtractor14readSampleDataERKNS_2spINS_7ABufferEEE","7100364c30","Function"
"SetRange","7100364c40","Function"
"_ZN5movie6Buffer8SetRangeEii","7100364c40","Function"
"SetInt32Data","7100364c50","Function"
"_ZN5movie6Buffer12SetInt32DataEi","7100364c50","Function"
"SetUint32Data","7100364c60","Function"
"_ZN5movie6Buffer13SetUint32DataEj","7100364c60","Function"
"SetInt64Data","7100364c70","Function"
"_ZN5movie6Buffer12SetInt64DataEl","7100364c70","Function"
"getSampleTrackIndex","7100364c80","Function"
"_ZN7android16NuMediaExtractor19getSampleTrackIndexEPm","7100364c80","Function"
"getSampleTime","7100364c90","Function"
"_ZN7android16NuMediaExtractor13getSampleTimeEmPl","7100364c90","Function"
"Clear","7100364ca0","Function"
"_ZN5movie9MediaData5ClearEv","7100364ca0","Function"
"getSampleMeta","7100364cb0","Function"
"_ZN7android16NuMediaExtractor13getSampleMetaEPNS_2spINS_8MetaDataEEE","7100364cb0","Function"
"convertMetaDataToMediaData","7100364cc0","Function"
"_ZN5movie26convertMetaDataToMediaDataERKN7android2spINS0_8MetaDataEEEPNS_9MediaDataE","7100364cc0","Function"
"getMetaData","7100364cd0","Function"
"_ZN7android16NuMediaExtractor11getMetaDataEPNS_2spINS_8MetaDataEEE","7100364cd0","Function"
"hasData","7100364ce0","Function"
"_ZNK7android8MetaData7hasDataEj","7100364ce0","Function"
"findInt32","7100364cf0","Function"
"_ZN7android8MetaData9findInt32EjPi","7100364cf0","Function"
"getCachedDuration","7100364d00","Function"
"_ZNK7android16NuMediaExtractor17getCachedDurationEPlPb","7100364d00","Function"
"getBufferedRange","7100364d10","Function"
"_ZNK7android16NuMediaExtractor16getBufferedRangeEPlS1_","7100364d10","Function"
"cancelSetDataSource","7100364d20","Function"
"_ZN7android16NuMediaExtractor19cancelSetDataSourceEv","7100364d20","Function"
"IsCacheFull","7100364d30","Function"
"_ZN7android16NuMediaExtractor11IsCacheFullEPb","7100364d30","Function"
"terminateNetworkConnection","7100364d40","Function"
"_ZN7android16NuMediaExtractor26terminateNetworkConnectionEv","7100364d40","Function"
"setBufferUpdateNotify","7100364d50","Function"
"_ZN7android16NuMediaExtractor21setBufferUpdateNotifyERKNS_2spINS_8AMessageEEE","7100364d50","Function"
"AMessage","7100364d60","Function"
"_ZN7android8AMessageC1Eji","7100364d60","Function"
"getMediaStatistics","7100364d70","Function"
"_ZN7android16NuMediaExtractor18getMediaStatisticsEPNS_2spINS_8AMessageEEE","7100364d70","Function"
"resetMediaStatistics","7100364d80","Function"
"_ZN7android16NuMediaExtractor20resetMediaStatisticsEv","7100364d80","Function"
"PlayerExtractor","7100364d90","Function"
"_ZN5movie15PlayerExtractorC2Ev","7100364d90","Function"
"InitializeConditionVariable","7100364da0","Function"
"_ZN2nn2os27InitializeConditionVariableEPNS0_21ConditionVariableTypeE","7100364da0","Function"
"operator.new[]","7100364db0","Function"
"_Znam","7100364db0","Function"
"Initialize","7100364dc0","Function"
"_ZN5movie12HLSExtractor10InitializeEv","7100364dc0","Function"
"ALooper","7100364dd0","Function"
"_ZN7android7ALooperC1Ev","7100364dd0","Function"
"setName","7100364de0","Function"
"_ZN7android7ALooper7setNameEPKc","7100364de0","Function"
"start","7100364df0","Function"
"_ZN7android7ALooper5startEbbi","7100364df0","Function"
"unregisterHandler","7100364e00","Function"
"_ZN7android7ALooper17unregisterHandlerEi","7100364e00","Function"
"stop","7100364e10","Function"
"_ZN7android7ALooper4stopEv","7100364e10","Function"
"forceStop","7100364e20","Function"
"_ZN7android8NuPlayer14HTTPLiveSource9forceStopEv","7100364e20","Function"
"operator.delete[]","7100364e30","Function"
"_ZdaPv","7100364e30","Function"
"FinalizeConditionVariable","7100364e40","Function"
"_ZN2nn2os25FinalizeConditionVariableEPNS0_21ConditionVariableTypeE","7100364e40","Function"
"~HLSExtractor","7100364e50","Function"
"_ZN5movie12HLSExtractorD2Ev","7100364e50","Function"
"AString","7100364e60","Function"
"_ZN7android7AStringC1EPKc","7100364e60","Function"
"find","7100364e70","Function"
"_ZNK7android7AString4findEPKcm","7100364e70","Function"
"insert","7100364e80","Function"
"_ZN7android7AString6insertERKS0_m","7100364e80","Function"
"~AString","7100364e90","Function"
"_ZN7android7AStringD1Ev","7100364e90","Function"
"registerHandler","7100364ea0","Function"
"_ZN7android7ALooper15registerHandlerERKNS_2spINS_8AHandlerEEE","7100364ea0","Function"
"c_str","7100364eb0","Function"
"_ZNK7android7AString5c_strEv","7100364eb0","Function"
"HTTPLiveSource","7100364ec0","Function"
"_ZN7android8NuPlayer14HTTPLiveSourceC1ERKNS_2spINS_8AMessageEEERKNS2_INS_17IMediaHTTPServiceEEEPKcPKNS_11KeyedVectorINS_7String8ESE_EEiN5movie12PlayerResMaxEPNSI_14PlayerObserverES6_","7100364ec0","Function"
"WaitConditionVariable","7100364ed0","Function"
"_ZN2nn2os21WaitConditionVariableEPNS0_21ConditionVariableTypeEPNS0_9MutexTypeE","7100364ed0","Function"
"dup","7100364ee0","Function"
"_ZNK7android8AMessage3dupEv","7100364ee0","Function"
"setInt32","7100364ef0","Function"
"_ZN7android8AMessage8setInt32EPKci","7100364ef0","Function"
"post","7100364f00","Function"
"_ZN7android8AMessage4postEl","7100364f00","Function"
"GetTrackFormatInternal","7100364f10","Function"
